idx,sample_id,y_true,y_pred,true_label,pred_label,confidence,correct
273,GTEX-TML8-0008-SM-4DXUI,2,2,Normal Tissue,Normal Tissue,0.9940482378005981,True
274,GTEX-WVJS-0008-SM-4MVPC,2,2,Normal Tissue,Normal Tissue,0.803112268447876,True
275,TCGA-D3-A1Q3-06,1,1,Metastasis,Metastasis,0.9571364521980286,True
276,GTEX-X585-2426-SM-46MW2,2,2,Normal Tissue,Normal Tissue,0.9375386238098145,True
277,GTEX-Y8E5-0008-SM-57WBA,2,2,Normal Tissue,Normal Tissue,0.5887494683265686,True
278,TCGA-W3-AA1Q-06,1,1,Metastasis,Metastasis,0.9413726329803467,True
279,TCGA-D9-A1JW-06,1,1,Metastasis,Metastasis,0.8385398983955383,True
280,TCGA-GN-A268-06,1,1,Metastasis,Metastasis,0.8121128082275391,True
281,TCGA-GN-A4U7-06,1,1,Metastasis,Metastasis,0.6430515050888062,True
282,GTEX-T2YK-0008-SM-4DM6M,2,2,Normal Tissue,Normal Tissue,0.995918333530426,True
283,TCGA-EE-A3J8-06,1,1,Metastasis,Metastasis,0.8292747735977173,True
284,GTEX-WHPG-2626-SM-3NMBR,2,2,Normal Tissue,Normal Tissue,0.9691432118415833,True
285,GTEX-ZPU1-0008-SM-4E3IR,2,2,Normal Tissue,Normal Tissue,0.9923887848854065,True
286,TCGA-GN-A4U4-06,1,1,Metastasis,Metastasis,0.6985545754432678,True
287,TCGA-D3-A2JD-06,1,1,Metastasis,Metastasis,0.951164722442627,True
288,TCGA-WE-A8JZ-06,1,1,Metastasis,Metastasis,0.8549075126647949,True
289,GTEX-ZTPG-0326-SM-5O9AX,2,2,Normal Tissue,Normal Tissue,0.9969454407691956,True
290,GTEX-ZF2S-0008-SM-4E3IK,2,2,Normal Tissue,Normal Tissue,0.5322653651237488,True
291,GTEX-Y3IK-1626-SM-4YCF5,2,2,Normal Tissue,Normal Tissue,0.9983312487602234,True
292,TCGA-Z2-AA3S-06,1,1,Metastasis,Metastasis,0.8995475172996521,True
293,TCGA-BF-A5EO-01,0,0,Primary Tumor,Primary Tumor,0.6663364171981812,True
294,GTEX-145MH-2826-SM-5RQJF,2,2,Normal Tissue,Normal Tissue,0.9647946953773499,True
295,GTEX-R53T-0008-SM-48FEW,2,2,Normal Tissue,Normal Tissue,0.9568114280700684,True
296,TCGA-EE-A29V-06,1,0,Metastasis,Primary Tumor,0.8477595448493958,False
297,GTEX-SIU7-1726-SM-2XCDZ,2,1,Normal Tissue,Metastasis,0.680358350276947,False
298,TCGA-FS-A1ZR-06,1,0,Metastasis,Primary Tumor,0.542872428894043,False
299,GTEX-UJMC-0008-SM-4IHKK,2,2,Normal Tissue,Normal Tissue,0.9666256904602051,True
300,GTEX-ZT9X-1526-SM-5DUXD,2,2,Normal Tissue,Normal Tissue,0.9825970530509949,True
301,GTEX-PWN1-0126-SM-2I3FK,2,2,Normal Tissue,Normal Tissue,0.9659988284111023,True
302,GTEX-Y3IK-2426-SM-4WWDU,2,2,Normal Tissue,Normal Tissue,0.9907627701759338,True
303,TCGA-D3-A3MR-06,1,1,Metastasis,Metastasis,0.9755968451499939,True
304,TCGA-FS-A4F0-06,1,1,Metastasis,Metastasis,0.7555214166641235,True
305,GTEX-OXRO-0126-SM-2YUN4,2,2,Normal Tissue,Normal Tissue,0.9984738230705261,True
306,GTEX-U3ZG-0008-SM-47JWL,2,2,Normal Tissue,Normal Tissue,0.9907800555229187,True
307,GTEX-WYBS-0626-SM-3NMAS,2,2,Normal Tissue,Normal Tissue,0.9949113726615906,True
308,GTEX-N7MS-0008-SM-4E3JI,2,2,Normal Tissue,Normal Tissue,0.5797772407531738,True
309,TCGA-D3-A3MV-06,1,1,Metastasis,Metastasis,0.7778221368789673,True
310,TCGA-XV-AB01-06,1,1,Metastasis,Metastasis,0.9582331776618958,True
311,TCGA-EE-A2A2-06,1,1,Metastasis,Metastasis,0.9510180950164795,True
312,TCGA-ER-A3ET-06,1,1,Metastasis,Metastasis,0.913233757019043,True
313,GTEX-12BJ1-0926-SM-5EQ62,2,2,Normal Tissue,Normal Tissue,0.9667761921882629,True
314,TCGA-D3-A8GC-06,1,1,Metastasis,Metastasis,0.9145060777664185,True
315,GTEX-WFG7-0008-SM-4LMKB,2,2,Normal Tissue,Normal Tissue,0.9983635544776917,True
316,TCGA-FS-A4F5-06,1,1,Metastasis,Metastasis,0.8311949968338013,True
317,GTEX-R55D-0008-SM-48FEV,2,2,Normal Tissue,Normal Tissue,0.9642847180366516,True
318,TCGA-WE-AAA3-06,1,1,Metastasis,Metastasis,0.8741028904914856,True
319,GTEX-Q2AH-0008-SM-48U2J,2,2,Normal Tissue,Normal Tissue,0.9863483905792236,True
320,TCGA-D9-A149-06,1,1,Metastasis,Metastasis,0.8442650437355042,True
321,GTEX-Y8DK-0008-SM-4RGM2,2,2,Normal Tissue,Normal Tissue,0.955748438835144,True
322,GTEX-1192W-0008-SM-5QGRE,2,2,Normal Tissue,Normal Tissue,0.9963818788528442,True
323,GTEX-P4PP-0008-SM-48TDV,2,2,Normal Tissue,Normal Tissue,0.9894459843635559,True
324,GTEX-11NUK-0126-SM-5A5L3,2,2,Normal Tissue,Normal Tissue,0.9779003262519836,True
325,GTEX-RNOR-0126-SM-2TF57,2,2,Normal Tissue,Normal Tissue,0.9988064765930176,True
326,TCGA-HR-A5NC-01,0,2,Primary Tumor,Normal Tissue,0.675033450126648,False
327,TCGA-GN-A4U8-06,1,1,Metastasis,Metastasis,0.9698689579963684,True
328,GTEX-QEL4-0008-SM-447AZ,2,2,Normal Tissue,Normal Tissue,0.8294460773468018,True
329,GTEX-OIZI-0008-SM-2XCFD,2,2,Normal Tissue,Normal Tissue,0.7933383584022522,True
330,GTEX-VJYA-1526-SM-3GIJV,2,2,Normal Tissue,Normal Tissue,0.9847239255905151,True
331,TCGA-XV-A9W5-01,0,0,Primary Tumor,Primary Tumor,0.6645668148994446,True
332,TCGA-D9-A4Z3-01,0,1,Primary Tumor,Metastasis,0.7510316371917725,False
333,TCGA-WE-A8K4-01,0,1,Primary Tumor,Metastasis,0.9312628507614136,False
334,TCGA-EE-A2GJ-06,1,1,Metastasis,Metastasis,0.8911580443382263,True
335,GTEX-U8T8-0008-SM-4DXSP,2,2,Normal Tissue,Normal Tissue,0.9827438592910767,True
336,GTEX-ZYY3-2926-SM-5GIEB,2,2,Normal Tissue,Normal Tissue,0.9965839385986328,True
337,GTEX-12WSN-2326-SM-5DUVG,2,2,Normal Tissue,Normal Tissue,0.9990493655204773,True
338,GTEX-139D8-1126-SM-5LU8W,2,2,Normal Tissue,Normal Tissue,0.9753055572509766,True
339,GTEX-PLZ5-2026-SM-2S1O4,2,2,Normal Tissue,Normal Tissue,0.9987326264381409,True
340,GTEX-12WSL-2526-SM-5GCNJ,2,2,Normal Tissue,Normal Tissue,0.9939231276512146,True
341,TCGA-EE-A29X-06,1,1,Metastasis,Metastasis,0.9451941847801208,True
342,GTEX-13FHO-0426-SM-5L3F5,2,2,Normal Tissue,Normal Tissue,0.9917703866958618,True
343,GTEX-11DYG-0008-SM-5QGR5,2,2,Normal Tissue,Normal Tissue,0.9955751895904541,True
344,TCGA-EB-A4IS-01,0,1,Primary Tumor,Metastasis,0.7486300468444824,False
345,GTEX-13JUV-2026-SM-5K7UA,2,2,Normal Tissue,Normal Tissue,0.997100293636322,True
346,GTEX-1313W-0126-SM-5LZUN,2,2,Normal Tissue,Normal Tissue,0.9841423630714417,True
347,TCGA-ER-A2ND-06,1,1,Metastasis,Metastasis,0.8074762225151062,True
348,TCGA-D3-A1Q9-06,1,1,Metastasis,Metastasis,0.865544319152832,True
349,TCGA-FS-A4FD-06,1,1,Metastasis,Metastasis,0.8528546690940857,True
350,TCGA-D3-A3C6-06,1,1,Metastasis,Metastasis,0.7587546110153198,True
351,GTEX-ZZPT-0226-SM-5E43X,2,2,Normal Tissue,Normal Tissue,0.9934428930282593,True
352,GTEX-ZVZP-0008-SM-51MSX,2,2,Normal Tissue,Normal Tissue,0.8269966244697571,True
353,GTEX-ZP4G-2426-SM-57WEY,2,2,Normal Tissue,Normal Tissue,0.9895948171615601,True
354,TCGA-EB-A5SG-06,1,1,Metastasis,Metastasis,0.9826487302780151,True
355,GTEX-WRHK-0008-SM-4MVPA,2,2,Normal Tissue,Normal Tissue,0.9567022323608398,True
356,GTEX-13PDP-0726-SM-5L3HP,2,2,Normal Tissue,Normal Tissue,0.9872280359268188,True
357,GTEX-Y5LM-1926-SM-5RQJH,2,2,Normal Tissue,Normal Tissue,0.99924635887146,True
358,TCGA-BF-A9VF-01,0,0,Primary Tumor,Primary Tumor,0.8907961845397949,True
359,TCGA-EE-A3J5-06,1,1,Metastasis,Metastasis,0.9472290277481079,True
360,TCGA-GN-A4U9-06,1,1,Metastasis,Metastasis,0.8939639329910278,True
361,GTEX-XAJ8-0826-SM-47JY6,2,2,Normal Tissue,Normal Tissue,0.9961477518081665,True
362,GTEX-13U4I-2226-SM-5LU5H,2,2,Normal Tissue,Normal Tissue,0.9363619089126587,True
363,GTEX-S7PM-0126-SM-4AD6S,2,2,Normal Tissue,Normal Tissue,0.9952139854431152,True
364,GTEX-1128S-2326-SM-5GZZY,2,2,Normal Tissue,Normal Tissue,0.9941512942314148,True
365,GTEX-TMZS-0008-SM-47JWM,2,2,Normal Tissue,Normal Tissue,0.994236171245575,True
366,GTEX-WEY5-0008-SM-4LMKC,2,2,Normal Tissue,Normal Tissue,0.99178546667099,True
367,TCGA-D9-A3Z3-06,1,1,Metastasis,Metastasis,0.9692436456680298,True
368,GTEX-13NYS-0626-SM-5L3F1,2,2,Normal Tissue,Normal Tissue,0.9969511032104492,True
369,TCGA-DA-A1HV-06,1,1,Metastasis,Metastasis,0.738946795463562,True
370,GTEX-13G51-2526-SM-5LZYK,2,2,Normal Tissue,Normal Tissue,0.989058792591095,True
371,GTEX-13112-2826-SM-5DUWH,2,2,Normal Tissue,Normal Tissue,0.9971326589584351,True
372,GTEX-ZUA1-2626-SM-5NQ92,2,2,Normal Tissue,Normal Tissue,0.7411949634552002,True
373,GTEX-PVOW-0126-SM-2XCFA,2,2,Normal Tissue,Normal Tissue,0.9994496703147888,True
374,TCGA-EE-A3AA-06,1,1,Metastasis,Metastasis,0.5081795454025269,True
375,GTEX-11DXX-2126-SM-5PNYR,2,2,Normal Tissue,Normal Tissue,0.9289841651916504,True
376,GTEX-X8HC-0008-SM-46MU6,2,2,Normal Tissue,Normal Tissue,0.5009419918060303,True
377,GTEX-XQ3S-1426-SM-4BOPR,2,2,Normal Tissue,Normal Tissue,0.9635658860206604,True
378,GTEX-13N2G-0226-SM-5K7VF,2,2,Normal Tissue,Normal Tissue,0.9958571791648865,True
379,GTEX-W5WG-1826-SM-4KL2Y,2,2,Normal Tissue,Normal Tissue,0.9917114973068237,True
380,GTEX-QXCU-0008-SM-48FCH,2,2,Normal Tissue,Normal Tissue,0.985734224319458,True
381,GTEX-XXEK-1626-SM-4BRUZ,2,2,Normal Tissue,Normal Tissue,0.9985637068748474,True
382,TCGA-EB-A3XD-01,0,1,Primary Tumor,Metastasis,0.5295424461364746,False
383,GTEX-145LT-1726-SM-5QGP3,2,2,Normal Tissue,Normal Tissue,0.9541898369789124,True
384,GTEX-ZTTD-0008-SM-51MQV,2,2,Normal Tissue,Normal Tissue,0.9893091917037964,True
385,GTEX-14AS3-1526-SM-5Q5ED,2,2,Normal Tissue,Normal Tissue,0.9975232481956482,True
386,TCGA-FW-A5DY-06,1,1,Metastasis,Metastasis,0.9537508487701416,True
387,TCGA-EE-A29H-06,1,1,Metastasis,Metastasis,0.904811441898346,True
388,GTEX-ZVT4-0008-SM-57WCA,2,2,Normal Tissue,Normal Tissue,0.9287375211715698,True
389,GTEX-ZC5H-0008-SM-4WAX8,2,2,Normal Tissue,Normal Tissue,0.985044002532959,True
390,TCGA-ER-A2NE-06,1,2,Metastasis,Normal Tissue,0.6158847808837891,False
391,TCGA-BF-A5EQ-01,0,1,Primary Tumor,Metastasis,0.7243620753288269,False
392,TCGA-EB-A41B-01,0,1,Primary Tumor,Metastasis,0.6909599900245667,False
393,TCGA-EB-A6L9-06,1,1,Metastasis,Metastasis,0.9391070008277893,True
394,GTEX-139T8-0126-SM-5K7XZ,2,2,Normal Tissue,Normal Tissue,0.9989343285560608,True
395,TCGA-D3-A2JN-06,1,1,Metastasis,Metastasis,0.8545522689819336,True
396,GTEX-Y5V6-2326-SM-4VDSA,2,2,Normal Tissue,Normal Tissue,0.9966384172439575,True
397,GTEX-11DYG-1526-SM-5A5JS,2,2,Normal Tissue,Normal Tissue,0.9308358430862427,True
398,GTEX-ZAB5-2626-SM-5KM3Y,2,2,Normal Tissue,Normal Tissue,0.9983453750610352,True
399,GTEX-VUSG-2526-SM-4KL1V,2,2,Normal Tissue,Normal Tissue,0.9860532283782959,True
400,TCGA-W3-A828-06,1,2,Metastasis,Normal Tissue,0.6134823560714722,False
401,GTEX-P4QT-0126-SM-2I3FL,2,2,Normal Tissue,Normal Tissue,0.9938874840736389,True
402,GTEX-ZTX8-0008-SM-4YCDV,2,2,Normal Tissue,Normal Tissue,0.9740351438522339,True
403,TCGA-EE-A29S-06,1,1,Metastasis,Metastasis,0.934174656867981,True
404,TCGA-XV-A9VZ-01,0,2,Primary Tumor,Normal Tissue,0.7336056232452393,False
405,TCGA-YG-AA3O-06,1,1,Metastasis,Metastasis,0.8876509666442871,True
406,TCGA-DA-A3F2-06,1,1,Metastasis,Metastasis,0.967438280582428,True
407,GTEX-139TS-2826-SM-5J1OO,2,2,Normal Tissue,Normal Tissue,0.9962091445922852,True
408,TCGA-EB-A3XC-01,0,2,Primary Tumor,Normal Tissue,0.6357287168502808,False
409,TCGA-LH-A9QB-06,1,1,Metastasis,Metastasis,0.8242594599723816,True
410,TCGA-D3-A2JC-06,1,1,Metastasis,Metastasis,0.9295752644538879,True
411,GTEX-R55E-0126-SM-2TC5Y,2,2,Normal Tissue,Normal Tissue,0.9956005811691284,True
412,GTEX-P44H-0008-SM-48TDW,2,2,Normal Tissue,Normal Tissue,0.9892590641975403,True
413,GTEX-11VI4-1126-SM-5EQMD,2,2,Normal Tissue,Normal Tissue,0.9912856221199036,True
414,TCGA-WE-AA9Y-06,1,1,Metastasis,Metastasis,0.9560298323631287,True
415,GTEX-X4EO-0326-SM-3P5YO,2,2,Normal Tissue,Normal Tissue,0.905423641204834,True
416,GTEX-13111-1826-SM-5GCP1,2,2,Normal Tissue,Normal Tissue,0.9237682223320007,True
417,TCGA-WE-A8ZR-06,1,1,Metastasis,Metastasis,0.9582149982452393,True
418,TCGA-EB-A44N-01,0,1,Primary Tumor,Metastasis,0.5936341285705566,False
419,GTEX-ZDXO-0008-SM-4E3HR,2,2,Normal Tissue,Normal Tissue,0.4160453677177429,True
420,TCGA-EB-A24D-01,0,0,Primary Tumor,Primary Tumor,0.8018578886985779,True
421,GTEX-145MN-1526-SM-5SI9T,2,2,Normal Tissue,Normal Tissue,0.935208797454834,True
422,GTEX-ZU9S-1826-SM-5NQ9E,2,2,Normal Tissue,Normal Tissue,0.9872384071350098,True
423,TCGA-D3-A3MO-06,1,1,Metastasis,Metastasis,0.7968063950538635,True
424,GTEX-YFCO-1226-SM-5LUAT,2,2,Normal Tissue,Normal Tissue,0.9972672462463379,True
425,GTEX-133LE-2326-SM-5K7W3,2,2,Normal Tissue,Normal Tissue,0.9931507110595703,True
426,GTEX-X4XY-0226-SM-4E3IZ,2,2,Normal Tissue,Normal Tissue,0.790490984916687,True
427,TCGA-DA-A1I1-06,1,1,Metastasis,Metastasis,0.9592213034629822,True
428,GTEX-11WQK-0008-SM-5SI6T,2,2,Normal Tissue,Normal Tissue,0.9629824757575989,True
429,GTEX-11PRG-0008-SM-5S2N5,2,2,Normal Tissue,Normal Tissue,0.7840501070022583,True
430,TCGA-BF-AAOU-01,0,0,Primary Tumor,Primary Tumor,0.6194201111793518,True
431,TCGA-EE-A2GM-06,1,1,Metastasis,Metastasis,0.6496368646621704,True
432,GTEX-ZF2S-2326-SM-4WWCE,2,2,Normal Tissue,Normal Tissue,0.9961345195770264,True
433,GTEX-WVJS-0126-SM-4MVOT,2,2,Normal Tissue,Normal Tissue,0.9983179569244385,True
434,TCGA-D3-A8GM-06,1,1,Metastasis,Metastasis,0.9733763337135315,True
435,GTEX-144GO-2026-SM-5O99P,2,2,Normal Tissue,Normal Tissue,0.9763156175613403,True
436,TCGA-DA-A95Z-06,1,1,Metastasis,Metastasis,0.8719472885131836,True
437,TCGA-ER-A2NC-06,1,1,Metastasis,Metastasis,0.9335403442382812,True
438,TCGA-ER-A19B-06,1,1,Metastasis,Metastasis,0.7564831376075745,True
439,TCGA-EE-A2A0-06,1,1,Metastasis,Metastasis,0.9587337970733643,True
440,GTEX-13113-1626-SM-5EQ4I,2,2,Normal Tissue,Normal Tissue,0.9981016516685486,True
441,TCGA-EE-A20B-06,1,1,Metastasis,Metastasis,0.8534672856330872,True
442,TCGA-EB-A5UL-06,1,1,Metastasis,Metastasis,0.9653568267822266,True
443,GTEX-117YW-0008-SM-5QGRD,2,2,Normal Tissue,Normal Tissue,0.9944725632667542,True
444,GTEX-12WSD-0626-SM-5GCMW,2,2,Normal Tissue,Normal Tissue,0.9549729228019714,True
445,GTEX-ZDYS-2026-SM-5HL5L,2,2,Normal Tissue,Normal Tissue,0.9925577640533447,True
446,TCGA-ER-A196-01,0,2,Primary Tumor,Normal Tissue,0.4911988079547882,False
447,TCGA-FS-A1ZK-06,1,1,Metastasis,Metastasis,0.7749165296554565,True
448,TCGA-EE-A2MT-06,1,1,Metastasis,Metastasis,0.7678845524787903,True
449,GTEX-V1D1-2026-SM-3GAF4,2,2,Normal Tissue,Normal Tissue,0.9993897676467896,True
450,GTEX-11DXW-0826-SM-5H118,2,1,Normal Tissue,Metastasis,0.49838075041770935,False
451,TCGA-OD-A75X-06,1,1,Metastasis,Metastasis,0.46561571955680847,True
452,TCGA-EE-A17Z-06,1,0,Metastasis,Primary Tumor,0.5845591425895691,False
453,GTEX-N7MS-0225-SM-4E3HO,2,2,Normal Tissue,Normal Tissue,0.9492231607437134,True
454,TCGA-FR-A8YC-06,1,1,Metastasis,Metastasis,0.9442965388298035,True
455,GTEX-144GN-2326-SM-5LU4F,2,2,Normal Tissue,Normal Tissue,0.9991293549537659,True
456,GTEX-11ZVC-2526-SM-5FQTE,2,2,Normal Tissue,Normal Tissue,0.9874339699745178,True
457,GTEX-13PVR-0426-SM-5RQK2,2,2,Normal Tissue,Normal Tissue,0.982754647731781,True
458,GTEX-X585-0226-SM-4QAS2,2,2,Normal Tissue,Normal Tissue,0.9989320635795593,True
459,GTEX-ZYW4-0626-SM-59HJR,2,2,Normal Tissue,Normal Tissue,0.9918301701545715,True
460,GTEX-ZWKS-0626-SM-5GIDV,2,2,Normal Tissue,Normal Tissue,0.9944601058959961,True
461,GTEX-14753-0726-SM-5QGQO,2,2,Normal Tissue,Normal Tissue,0.9953252077102661,True
462,TCGA-GN-A265-06,1,1,Metastasis,Metastasis,0.9483704566955566,True
463,GTEX-WFON-1926-SM-3LK7L,2,2,Normal Tissue,Normal Tissue,0.9651917815208435,True
464,GTEX-12584-0126-SM-5EGKQ,2,2,Normal Tissue,Normal Tissue,0.996626615524292,True
465,TCGA-ER-A19Q-06,1,1,Metastasis,Metastasis,0.8009155988693237,True
466,GTEX-PLZ4-0126-SM-5SI8O,2,2,Normal Tissue,Normal Tissue,0.9978809952735901,True
467,GTEX-11ILO-0008-SM-5QGR9,2,2,Normal Tissue,Normal Tissue,0.9357796907424927,True
468,GTEX-NPJ7-0008-SM-4E3JS,2,1,Normal Tissue,Metastasis,0.5518142580986023,False
469,TCGA-BF-A3DN-01,0,0,Primary Tumor,Primary Tumor,0.6095008254051208,True
470,GTEX-1192X-2726-SM-5N9DN,2,2,Normal Tissue,Normal Tissue,0.9957113265991211,True
471,GTEX-Y114-2426-SM-4TT8A,2,2,Normal Tissue,Normal Tissue,0.9957525730133057,True
472,GTEX-131XF-2126-SM-5DUWS,2,2,Normal Tissue,Normal Tissue,0.9966589212417603,True
473,GTEX-12ZZZ-0626-SM-5DUXI,2,2,Normal Tissue,Normal Tissue,0.949573814868927,True
474,GTEX-11DXW-0226-SM-5H122,2,2,Normal Tissue,Normal Tissue,0.9641039967536926,True
475,TCGA-DA-A1HW-06,1,1,Metastasis,Metastasis,0.9414929747581482,True
476,GTEX-13OW6-2726-SM-5J2OE,2,2,Normal Tissue,Normal Tissue,0.9594494104385376,True
477,GTEX-YJ89-0126-SM-4TT3X,2,2,Normal Tissue,Normal Tissue,0.9938296675682068,True
478,GTEX-111YS-1526-SM-5GZYW,2,2,Normal Tissue,Normal Tissue,0.9371079206466675,True
479,GTEX-13N2G-2626-SM-5J1OT,2,2,Normal Tissue,Normal Tissue,0.9960060715675354,True
480,GTEX-11NSD-2226-SM-5986V,2,2,Normal Tissue,Normal Tissue,0.9514944553375244,True
481,GTEX-1212Z-2526-SM-5EGKP,2,2,Normal Tissue,Normal Tissue,0.9975634813308716,True
482,TCGA-ER-A1A1-06,1,1,Metastasis,Metastasis,0.9555115699768066,True
483,TCGA-DA-A1I8-06,1,1,Metastasis,Metastasis,0.7823652625083923,True
484,TCGA-BF-AAP6-01,0,1,Primary Tumor,Metastasis,0.6424368619918823,False
485,TCGA-EE-A3JI-06,1,1,Metastasis,Metastasis,0.8930235505104065,True
486,TCGA-XV-A9W2-01,0,0,Primary Tumor,Primary Tumor,0.5678504109382629,True
487,GTEX-Y3I4-0008-SM-4TT21,2,2,Normal Tissue,Normal Tissue,0.6890337467193604,True
488,TCGA-D3-A51F-06,1,1,Metastasis,Metastasis,0.9617170691490173,True
489,TCGA-IH-A3EA-01,0,1,Primary Tumor,Metastasis,0.8250134587287903,False
490,GTEX-13IVO-0726-SM-5LZYV,2,2,Normal Tissue,Normal Tissue,0.9991405010223389,True
491,GTEX-OHPM-0126-SM-2YUN9,2,2,Normal Tissue,Normal Tissue,0.9990922212600708,True
492,TCGA-D3-A8GE-06,1,1,Metastasis,Metastasis,0.937561571598053,True
493,GTEX-ZVTK-0008-SM-57WDA,2,1,Normal Tissue,Metastasis,0.5643157362937927,False
494,TCGA-D3-A51J-06,1,1,Metastasis,Metastasis,0.9785158634185791,True
495,GTEX-YFC4-0126-SM-5CVLY,2,2,Normal Tissue,Normal Tissue,0.9932191967964172,True
496,GTEX-ZYFD-0126-SM-5GIDL,2,2,Normal Tissue,Normal Tissue,0.9896374940872192,True
497,GTEX-11EMC-2926-SM-5EQ4F,2,2,Normal Tissue,Normal Tissue,0.9910756349563599,True
498,GTEX-RVPU-0008-SM-3NM8B,2,2,Normal Tissue,Normal Tissue,0.8214154839515686,True
499,GTEX-131XH-0126-SM-5LZUY,2,2,Normal Tissue,Normal Tissue,0.9680686593055725,True
500,TCGA-FR-A728-01,0,1,Primary Tumor,Metastasis,0.7544344663619995,False
501,GTEX-131XW-0626-SM-5PNVD,2,2,Normal Tissue,Normal Tissue,0.9974269270896912,True
502,TCGA-FW-A5DX-01,0,1,Primary Tumor,Metastasis,0.7621398568153381,False
503,TCGA-FR-A8YE-06,1,1,Metastasis,Metastasis,0.9690911173820496,True
504,GTEX-YEC3-1326-SM-4WWEL,2,2,Normal Tissue,Normal Tissue,0.9396623373031616,True
505,GTEX-SUCS-0008-SM-4DM53,2,2,Normal Tissue,Normal Tissue,0.9970464110374451,True
506,GTEX-ZU9S-0226-SM-5E441,2,2,Normal Tissue,Normal Tissue,0.9355586171150208,True
507,TCGA-D9-A3Z1-06,1,1,Metastasis,Metastasis,0.9687670469284058,True
508,GTEX-13VXT-0126-SM-5LU4I,2,2,Normal Tissue,Normal Tissue,0.998986542224884,True
509,GTEX-11TUW-2726-SM-5EQLC,2,2,Normal Tissue,Normal Tissue,0.9523423910140991,True
510,GTEX-11TTK-0126-SM-5987B,2,2,Normal Tissue,Normal Tissue,0.9944703578948975,True
511,GTEX-11I78-0008-SM-5Q5DI,2,2,Normal Tissue,Normal Tissue,0.9876338243484497,True
512,GTEX-ZAB4-2126-SM-5HL8U,2,2,Normal Tissue,Normal Tissue,0.9897124767303467,True
513,GTEX-SE5C-0008-SM-4B64J,2,2,Normal Tissue,Normal Tissue,0.7509535551071167,True
514,TCGA-EE-A182-06,1,0,Metastasis,Primary Tumor,0.6785531640052795,False
515,GTEX-11ZTS-0008-SM-5S2VC,2,2,Normal Tissue,Normal Tissue,0.9794283509254456,True
516,GTEX-QDVN-2026-SM-3GAEP,2,2,Normal Tissue,Normal Tissue,0.9988584518432617,True
517,GTEX-1269C-2526-SM-5EGJ3,2,2,Normal Tissue,Normal Tissue,0.9883630871772766,True
518,GTEX-ZYW4-0126-SM-5E44A,2,2,Normal Tissue,Normal Tissue,0.9989940524101257,True
519,TCGA-BF-AAP8-01,0,1,Primary Tumor,Metastasis,0.7491801977157593,False
520,TCGA-WE-A8K5-06,1,1,Metastasis,Metastasis,0.9015305042266846,True
521,TCGA-EB-A430-01,0,1,Primary Tumor,Metastasis,0.8702534437179565,False
522,GTEX-PWO3-1526-SM-48TCM,2,2,Normal Tissue,Normal Tissue,0.9442891478538513,True
523,TCGA-EE-A3AG-06,1,1,Metastasis,Metastasis,0.5225579142570496,True
524,TCGA-D3-A2JP-06,1,1,Metastasis,Metastasis,0.6531054377555847,True
525,GTEX-QESD-1426-SM-2S1R9,2,2,Normal Tissue,Normal Tissue,0.9981405735015869,True
526,GTEX-13FTY-0526-SM-5L3EV,2,2,Normal Tissue,Normal Tissue,0.9862494468688965,True
527,GTEX-RNOR-0008-SM-48FEY,2,2,Normal Tissue,Normal Tissue,0.9862485527992249,True
528,GTEX-YBZK-0008-SM-59HL6,2,2,Normal Tissue,Normal Tissue,0.9347178936004639,True
529,TCGA-ER-A199-06,1,1,Metastasis,Metastasis,0.9176813960075378,True
530,GTEX-11P81-2226-SM-5PNYI,2,2,Normal Tissue,Normal Tissue,0.9976978898048401,True
531,GTEX-WHWD-0008-SM-4OOSU,2,2,Normal Tissue,Normal Tissue,0.9964890480041504,True
532,GTEX-W5X1-0008-SM-4LMKA,2,2,Normal Tissue,Normal Tissue,0.9773740768432617,True
533,GTEX-POYW-0008-SM-48TE4,2,2,Normal Tissue,Normal Tissue,0.9995920062065125,True
534,TCGA-FS-A1YW-06,1,1,Metastasis,Metastasis,0.6642449498176575,True
535,GTEX-139T4-0008-SM-5S2WF,2,1,Normal Tissue,Metastasis,0.5790000557899475,False
536,TCGA-D3-A2JE-06,1,1,Metastasis,Metastasis,0.9345095157623291,True
537,GTEX-11EM3-1226-SM-5N9DD,2,2,Normal Tissue,Normal Tissue,0.9983929991722107,True
538,GTEX-14A5H-0826-SM-5QGPJ,2,2,Normal Tissue,Normal Tissue,0.9899916648864746,True
539,TCGA-D9-A6EA-06,1,1,Metastasis,Metastasis,0.8940240740776062,True
540,TCGA-ER-A19W-06,1,1,Metastasis,Metastasis,0.9601964950561523,True
541,GTEX-Y9LG-0008-SM-4VBRJ,2,2,Normal Tissue,Normal Tissue,0.835294783115387,True
542,TCGA-D3-A8GS-06,1,1,Metastasis,Metastasis,0.9680068492889404,True
543,GTEX-WK11-0008-SM-4OOSX,2,2,Normal Tissue,Normal Tissue,0.981618344783783,True
544,GTEX-ZVT2-2526-SM-51MT1,2,2,Normal Tissue,Normal Tissue,0.9931557774543762,True
545,GTEX-13OVI-1426-SM-5L3EY,2,2,Normal Tissue,Normal Tissue,0.9970859885215759,True
546,GTEX-Q2AI-0008-SM-48U2H,2,2,Normal Tissue,Normal Tissue,0.936557412147522,True
547,GTEX-111VG-2426-SM-5GZXD,2,2,Normal Tissue,Normal Tissue,0.9423410892486572,True
