,Primary Tumor,Metastasis,Normal Tissue,Metastasis - Primary,Tumor - Normal
SNORD17,3.0,3.0,3.0,0.0,0.0
TRBV6-5,3.0,3.0,3.0,0.0,0.0
IGFL1,3.0,3.0,3.0,0.0,0.0
CTD-2626G11.2,3.0,3.0,3.0,0.0,0.0
RP11-689K5.3,3.0,3.0,3.0,0.0,0.0
DLEU1_2,3.0,3.0,3.0,0.0,0.0
IGHV2-70,3.0,3.0,3.0,0.0,0.0
MAGEC1,3.0,3.0,3.0,0.0,0.0
RP11-256L6.3,3.0,3.0,3.0,0.0,0.0
CKMT1A,3.0,3.0,3.0,0.0,0.0
RP11-867G23.4,3.0,3.0,3.0,0.0,0.0
TRAV21,3.0,3.0,3.0,0.0,0.0
AC079776.2,3.0,3.0,3.0,0.0,0.0
CTD-2026K11.1,3.0,3.0,3.0,0.0,0.0
IGLV2-18,3.0,3.0,3.0,0.0,0.0
RP11-58O9.2,3.0,3.0,3.0,0.0,0.0
AC068580.5,3.0,3.0,3.0,0.0,0.0
SEPT14P8,3.0,3.0,3.0,0.0,0.0
TOP1P1,3.0,3.0,3.0,0.0,0.0
RP11-373D23.2,3.0,3.0,3.0,0.0,0.0
CAMSAP3,3.0,3.0,3.0,0.0,0.0
AC093850.2,3.0,3.0,3.0,0.0,0.0
SUMO2P1,3.0,3.0,3.0,0.0,0.0
HMGN1P18,3.0,3.0,3.0,0.0,0.0
RP11-579D7.2,3.0,3.0,3.0,0.0,0.0
RERGL,3.0,3.0,3.0,0.0,0.0
MIR671,3.0,3.0,3.0,0.0,0.0
UGT3A2,3.0,3.0,3.0,0.0,0.0
IGKV1D-16,3.0,3.0,3.0,0.0,0.0
RP11-467L13.4,3.0,3.0,3.0,0.0,0.0
PRM2,3.0,3.0,3.0,0.0,0.0
TMSB4XP1,3.0,3.0,3.0,0.0,0.0
RP11-475I24.1,3.0,3.0,3.0,0.0,0.0
CTB-59C6.3,3.0,3.0,3.0,0.0,0.0
RP11-2N1.2,3.0,3.0,3.0,0.0,0.0
TNNT2,3.0,3.0,3.0,0.0,0.0
TTTY15,3.0,3.0,3.0,0.0,0.0
TRBV20-1,3.0,3.0,3.0,0.0,0.0
AC006116.20,3.0,3.0,3.0,0.0,0.0
MYL7,3.0,3.0,3.0,0.0,0.0
RNU1-123P,3.0,3.0,3.0,0.0,0.0
RPL23AP24,3.0,3.0,3.0,0.0,0.0
CTC-321K16.1,3.0,3.0,3.0,0.0,0.0
SMIM22,3.0,3.0,3.0,0.0,0.0
IGHV3-13,3.0,3.0,3.0,0.0,0.0
FOXCUT,3.0,3.0,3.0,0.0,0.0
AC055736.4,3.0,3.0,3.0,0.0,0.0
PSG5,3.0,3.0,3.0,0.0,0.0
MIR31HG,3.0,3.0,3.0,0.0,0.0
AC068587.2,3.0,3.0,3.0,0.0,0.0
SLC25A48,3.0,3.0,3.0,0.0,0.0
EPHX3,3.0,3.0,3.0,0.0,0.0
ANKRD20A19P,3.0,3.0,3.0,0.0,0.0
LUZP6,3.0,3.0,3.0,0.0,0.0
TMPRSS11F,3.0,3.0,3.0,0.0,0.0
RP11-464C19.3,3.0,3.0,3.0,0.0,0.0
RP11-521B24.5,3.0,3.0,3.0,0.0,0.0
RP11-972P1.10,3.0,3.0,3.0,0.0,0.0
LINC01474,3.0,3.0,3.0,0.0,0.0
ITIH6,3.0,3.0,3.0,0.0,0.0
AC002398.12,3.0,3.0,3.0,0.0,0.0
TRBV27,3.0,3.0,3.0,0.0,0.0
RP11-498C9.13,3.0,3.0,3.0,0.0,0.0
AL590762.10,3.0,3.0,3.0,0.0,0.0
RPS20P10,3.0,3.0,3.0,0.0,0.0
RP11-392E22.5,3.0,3.0,3.0,0.0,0.0
RP6-65G23.5,3.0,3.0,3.0,0.0,0.0
NAV2-AS1,3.0,3.0,3.0,0.0,0.0
RP11-259G18.3,3.0,3.0,3.0,0.0,0.0
TRBV12-3,3.0,3.0,3.0,0.0,0.0
RP11-206L10.5,3.0,3.0,3.0,0.0,0.0
RN7SL417P,3.0,3.0,3.0,0.0,0.0
CD1A,3.0,3.0,3.0,0.0,0.0
AADAC,3.0,3.0,3.0,0.0,0.0
AC093159.1,3.0,3.0,3.0,0.0,0.0
RP11-293I14.2,3.0,3.0,3.0,0.0,0.0
RP11-30J20.1,3.0,3.0,3.0,0.0,0.0
TRAV13-1,3.0,3.0,3.0,0.0,0.0
RP11-473M20.5,3.0,3.0,3.0,0.0,0.0
AC131097.4,3.0,3.0,3.0,0.0,0.0
TBCAP1,3.0,3.0,3.0,0.0,0.0
HIGD1AP11,3.0,3.0,3.0,0.0,0.0
FAM153C,3.0,3.0,3.0,0.0,0.0
RP11-506F3.1,3.0,3.0,3.0,0.0,0.0
AC008746.5,3.0,3.0,3.0,0.0,0.0
AC114730.7,3.0,3.0,3.0,0.0,0.0
RP11-100E5.2,3.0,3.0,3.0,0.0,0.0
RN7SL81P,3.0,3.0,3.0,0.0,0.0
RP11-616M22.5,3.0,3.0,3.0,0.0,0.0
BTBD16,3.0,3.0,3.0,0.0,0.0
RP11-669N7.2,3.0,3.0,3.0,0.0,0.0
RP11-100E13.1,3.0,3.0,3.0,0.0,0.0
RP11-369C8.1,3.0,3.0,3.0,0.0,0.0
RP11-234G16.4,3.0,3.0,3.0,0.0,0.0
LA16c-316G12.2,3.0,3.0,3.0,0.0,0.0
TRAV12-2,3.0,3.0,3.0,0.0,0.0
CYP4F26P,3.0,3.0,3.0,0.0,0.0
IGFL1P1,3.0,3.0,3.0,0.0,0.0
IGHV4-28,3.0,3.0,3.0,0.0,0.0
SOX21-AS1,3.0,3.0,3.0,0.0,0.0
PRDM7,3.0,3.0,3.0,0.0,0.0
RP4-548D19.3,3.0,3.0,3.0,0.0,0.0
TMEM125,3.0,3.0,3.0,0.0,0.0
KLK10,3.0,3.0,3.0,0.0,0.0
IGKV6-21,3.0,3.0,3.0,0.0,0.0
BBOX1,3.0,3.0,3.0,0.0,0.0
RP11-14C10.3,3.0,3.0,3.0,0.0,0.0
AL109927.1,3.0,3.0,3.0,0.0,0.0
SCEL,3.0,3.0,3.0,0.0,0.0
GPRIN2,3.0,3.0,3.0,0.0,0.0
IGHV1-24,3.0,3.0,3.0,0.0,0.0
FDCSP,3.0,3.0,3.0,0.0,0.0
ADGRF4,3.0,3.0,3.0,0.0,0.0
SPTSSB,3.0,3.0,3.0,0.0,0.0
THEM5,3.0,3.0,3.0,0.0,0.0
GPR87,3.0,3.0,3.0,0.0,0.0
RP11-334J6.7,3.0,3.0,3.0,0.0,0.0
IGKV1-6,3.0,3.0,3.0,0.0,0.0
RNU4-1,3.0,3.0,3.0,0.0,0.0
UPF3BP1,3.0,3.0,3.0,0.0,0.0
IGLV6-57,3.0,3.0,3.0,0.0,0.0
IGKV4-1,3.0,3.0,3.0,0.0,0.0
RP4-631H13.6,3.0,3.0,3.0,0.0,0.0
GSTA3,3.0,3.0,3.0,0.0,0.0
CH17-360D5.2,3.0,3.0,3.0,0.0,0.0
LLNLR-284B4.1,3.0,3.0,3.0,0.0,0.0
IGLV4-69,3.0,3.0,3.0,0.0,0.0
MAGEA12,3.0,3.0,3.0,0.0,0.0
SOX21,3.0,3.0,3.0,0.0,0.0
SLC15A1,3.0,3.0,3.0,0.0,0.0
UBE2SP2,3.0,3.0,3.0,0.0,0.0
SDR16C5,3.0,3.0,3.0,0.0,0.0
AC055736.3,3.0,3.0,3.0,0.0,0.0
SNORA61,3.0,3.0,3.0,0.0,0.0
RP11-498E2.9,3.0,3.0,3.0,0.0,0.0
WFDC12,3.0,3.0,3.0,0.0,0.0
TP53TG1_2,3.0,3.0,3.0,0.0,0.0
CPN1,3.0,3.0,3.0,0.0,0.0
IGLV1-44,3.0,3.0,3.0,0.0,0.0
CCL27,3.0,3.0,3.0,0.0,0.0
IGKV1-27,3.0,3.0,3.0,0.0,0.0
IL36G,3.0,3.0,3.0,0.0,0.0
RP11-462G2.1,3.0,3.0,3.0,0.0,0.0
IGHV4-34,3.0,3.0,3.0,0.0,0.0
DLEU2_6,3.0,3.0,3.0,0.0,0.0
RP3-523K23.2,3.0,3.0,3.0,0.0,0.0
AL603831.1,3.0,3.0,3.0,0.0,0.0
PIGY,3.0,3.0,3.0,0.0,0.0
CA6,3.0,3.0,3.0,0.0,0.0
IGKV1-5,3.0,3.0,3.0,0.0,0.0
SYT8,3.0,3.0,3.0,0.0,0.0
ANXA8L1,3.0,3.0,3.0,0.0,0.0
AC005943.6,3.0,3.0,3.0,0.0,0.0
RP11-290L1.3,3.0,3.0,3.0,0.0,0.0
IGLV2-14,3.0,3.0,3.0,0.0,0.0
RP11-258C19.4,3.0,3.0,3.0,0.0,0.0
RP11-345J4.6,3.0,3.0,3.0,0.0,0.0
IGHV1-69,3.0,3.0,3.0,0.0,0.0
PRAME,3.0,3.0,3.0,0.0,0.0
AC009065.4,3.0,3.0,3.0,0.0,0.0
IGHV4-61,3.0,3.0,3.0,0.0,0.0
TGM5,3.0,3.0,3.0,0.0,0.0
CTD-2647L4.5,3.0,3.0,3.0,0.0,0.0
SNORA59A,3.0,3.0,3.0,0.0,0.0
AC239868.2,3.0,3.0,3.0,0.0,0.0
AC239868.3,3.0,3.0,3.0,0.0,0.0
FAM83B,3.0,3.0,3.0,0.0,0.0
TRIM51,3.0,3.0,3.0,0.0,0.0
CYP4F12,3.0,3.0,3.0,0.0,0.0
RP11-334C17.6,3.0,3.0,3.0,0.0,0.0
IGLV2-8,3.0,3.0,3.0,0.0,0.0
IGHV4-31,3.0,3.0,3.0,0.0,0.0
IGHV3-49,3.0,3.0,3.0,0.0,0.0
IGKV2-30,3.0,3.0,3.0,0.0,0.0
KB-1562D12.1,3.0,3.0,3.0,0.0,0.0
UGT1A6,3.0,3.0,3.0,0.0,0.0
AC005152.3,3.0,3.0,3.0,0.0,0.0
SCGB2A1,3.0,3.0,3.0,0.0,0.0
OVOL2,3.0,3.0,3.0,0.0,0.0
CD164L2,3.0,3.0,3.0,0.0,0.0
CST6,3.0,3.0,3.0,0.0,0.0
RP11-677O4.6,3.0,3.0,3.0,0.0,0.0
RAB25,3.0,3.0,3.0,0.0,0.0
RP11-386B13.4,3.0,3.0,3.0,0.0,0.0
ZNF750,3.0,3.0,3.0,0.0,0.0
AC006262.5,3.0,3.0,3.0,0.0,0.0
AC093249.1,3.0,3.0,3.0,0.0,0.0
PLA2G3,3.0,3.0,3.0,0.0,0.0
CTD-2545G14.4,3.0,3.0,3.0,0.0,0.0
RP5-890E16.4,3.0,3.0,3.0,0.0,0.0
RP11-680F20.6,3.0,3.0,3.0,0.0,0.0
MT1XP1,3.0,3.0,3.0,0.0,0.0
RNU1-106P,3.0,3.0,3.0,0.0,0.0
CKS1BP3,3.0,3.0,3.0,0.0,0.0
TP53TG1_1,3.0,3.0,3.0,0.0,0.0
RP11-98L5.5,3.0,3.0,3.0,0.0,0.0
CLPS,3.0,3.0,3.0,0.0,0.0
CTA-276O3.4,3.0,3.0,3.0,0.0,0.0
LIPK,3.0,3.0,3.0,0.0,0.0
IGKV3-20,3.0,3.0,3.0,0.0,0.0
AC010168.1,3.0,3.0,3.0,0.0,0.0
AC005943.2,3.0,3.0,3.0,0.0,0.0
RP1-34M23.5,3.0,3.0,3.0,0.0,0.0
CTD-3141N22.1,3.0,3.0,3.0,0.0,0.0
CYP4F22,3.0,3.0,3.0,0.0,0.0
RPL39P34,3.0,3.0,3.0,0.0,0.0
FADS6,3.0,3.0,3.0,0.0,0.0
IGKV2-24,3.0,3.0,3.0,0.0,0.0
TTC28-AS1_2,3.0,3.0,3.0,0.0,0.0
ARMCX7P,3.0,3.0,3.0,0.0,0.0
CTD-2224J9.4,3.0,3.0,3.0,0.0,0.0
MSMB,3.0,3.0,3.0,0.0,0.0
SNORD97,3.0,3.0,3.0,0.0,0.0
RP4-800G7.1,3.0,3.0,3.0,0.0,0.0
PLA2G4E,3.0,3.0,3.0,0.0,0.0
PGLYRP3,3.0,3.0,3.0,0.0,0.0
BPIFC,3.0,3.0,3.0,0.0,0.0
CARD18,3.0,3.0,3.0,0.0,0.0
AP003391.1,3.0,3.0,3.0,0.0,0.0
IGKV3-15,3.0,3.0,3.0,0.0,0.0
KLK8,3.0,3.0,3.0,0.0,0.0
IL37,3.0,3.0,3.0,0.0,0.0
PLA2G4F,3.0,3.0,3.0,0.0,0.0
KLK5,3.0,3.0,3.0,0.0,0.0
BANCR,3.0,3.0,3.0,0.0,0.0
KRT14,3.0,3.0,3.0,0.0,0.0
WFDC5,3.0,3.0,3.0,0.0,0.0
IGLV3-19,3.0,3.0,3.0,0.0,0.0
RP5-940J5.9,3.0,3.0,3.0,0.0,0.0
IGLV3-25,3.0,3.0,3.0,0.0,0.0
FOXN1,3.0,3.0,3.0,0.0,0.0
IGLV3-1,3.0,3.0,3.0,0.0,0.0
RNU4-2,3.0,3.0,3.0,0.0,0.0
RP4-765C7.2,3.0,3.0,3.0,0.0,0.0
IGKV2-28,3.0,3.0,3.0,0.0,0.0
IGHV1-69-2,3.0,3.0,3.0,0.0,0.0
AP002518.1,3.0,3.0,3.0,0.0,0.0
U91328.1,3.0,3.0,3.0,0.0,0.0
SNORD22,3.0,3.0,3.0,0.0,0.0
AADACL2,3.0,3.0,3.0,0.0,0.0
LHFPL3-AS1,3.0,3.0,3.0,0.0,0.0
TMSB4XP8,3.0,3.0,3.0,0.0,0.0
AC055736.2,3.0,3.0,3.0,0.0,0.0
MT4,3.0,3.0,3.0,0.0,0.0
PSAPL1,3.0,3.0,3.0,0.0,0.0
FAM25A,3.0,3.0,3.0,0.0,0.0
MUCL1,3.0,3.0,3.0,0.0,0.0
FAM25G,3.0,3.0,3.0,0.0,0.0
AC066694.1,3.0,3.0,3.0,0.0,0.0
RP11-40C6.2,3.0,3.0,3.0,0.0,0.0
AC021066.1,3.0,3.0,3.0,0.0,0.0
LY6D,3.0,3.0,3.0,0.0,0.0
AL442127.1,3.0,3.0,3.0,0.0,0.0
RNA5SP216,3.0,3.0,3.0,0.0,0.0
RP11-116G8.5,3.0,3.0,3.0,0.0,0.0
HS3ST6,3.0,3.0,3.0,0.0,0.0
PIP,3.0,3.0,3.0,0.0,0.0
FAM25C,3.0,3.0,3.0,0.0,0.0
FAM25BP,3.0,3.0,3.0,0.0,0.0
SPRR1B,3.0,3.0,3.0,0.0,0.0
MIR205HG,3.0,3.0,3.0,0.0,0.0
CHP2,3.0,3.0,3.0,0.0,0.0
NEAT1_1,3.0,3.0,3.0,0.0,0.0
SPRR4,3.0,3.0,3.0,0.0,0.0
HOTAIRM1_1,3.0,3.0,3.0,0.0,0.0
IGHV3-21,3.0,3.0,3.0,0.0,0.0
LYPD2,3.0,3.0,3.0,0.0,0.0
UNC93A,3.0,3.0,3.0,0.0,0.0
CTD-2012J19.2,3.0,3.0,3.0,0.0,0.0
IGLV3-10,3.0,3.0,3.0,0.0,0.0
TRIM29,3.0,3.0,3.0,0.0,0.0
SDR9C7,3.0,3.0,3.0,0.0,0.0
TYR,3.0,3.0,3.0,0.0,0.0
IGHV3-33,3.0,3.0,3.0,0.0,0.0
IGKV1-9,3.0,3.0,3.0,0.0,0.0
C2orf54,3.0,3.0,3.0,0.0,0.0
IL36RN,3.0,3.0,3.0,0.0,0.0
IGLV2-23,3.0,3.0,3.0,0.0,0.0
IGHV2-5,3.0,3.0,3.0,0.0,0.0
CWH43,3.0,3.0,3.0,0.0,0.0
U47924.27,3.0,3.0,3.0,0.0,0.0
IGKV1D-39,3.0,3.0,3.0,0.0,0.0
IGKV1-16,3.0,3.0,3.0,0.0,0.0
MT2P1,3.0,3.0,3.0,0.0,0.0
CBLC,3.0,3.0,3.0,0.0,0.0
IGLV2-11,3.0,3.0,3.0,0.0,0.0
IGLV3-21,3.0,3.0,3.0,0.0,0.0
DEFB1,3.0,3.0,3.0,0.0,0.0
IGHV1-2,3.0,3.0,3.0,0.0,0.0
IL1F10,3.0,3.0,3.0,0.0,0.0
RP4-738P15.6,3.0,3.0,3.0,0.0,0.0
PYDC1,3.0,3.0,3.0,0.0,0.0
AC005786.7,3.0,3.0,3.0,0.0,0.0
IGHV4-59,3.0,3.0,3.0,0.0,0.0
IGLV1-40,3.0,3.0,3.0,0.0,0.0
IGHGP,3.0,3.0,3.0,0.0,0.0
CSAG1,3.0,3.0,3.0,0.0,0.0
LINC00302,3.0,3.0,3.0,0.0,0.0
IGHV1-18,3.0,3.0,3.0,0.0,0.0
IGHV5-51,3.0,3.0,3.0,0.0,0.0
IGHV3-23,3.0,3.0,3.0,0.0,0.0
IGHV4-39,3.0,3.0,3.0,0.0,0.0
IGLV1-47,3.0,3.0,3.0,0.0,0.0
IGHV3-30,3.0,3.0,3.0,0.0,0.0
SNORD10,3.0,3.0,3.0,0.0,0.0
CLEC2A,3.0,3.0,3.0,0.0,0.0
GGT6,3.0,3.0,3.0,0.0,0.0
IGKV1-8,3.0,3.0,3.0,0.0,0.0
SNORD94,3.0,3.0,3.0,0.0,0.0
CTD-2619J13.13,3.0,3.0,3.0,0.0,0.0
FAM83C,3.0,3.0,3.0,0.0,0.0
RP4-737E23.2,3.0,3.0,3.0,0.0,0.0
RNVU1-7,3.0,3.0,3.0,0.0,0.0
HOTAIRM1_5,3.0,3.0,3.0,0.0,0.0
IGKV1-17,3.0,3.0,3.0,0.0,0.0
IGFL3,3.0,3.0,3.0,0.0,0.0
C10orf99,3.0,3.0,3.0,0.0,0.0
KRTDAP,3.0,3.0,3.0,0.0,0.0
RP11-24N18.1,3.0,3.0,3.0,0.0,0.0
RP11-478C6.4,3.0,3.0,3.0,0.0,0.0
POU2F3,3.0,3.0,3.0,0.0,0.0
CTC-246B18.10,3.0,3.0,3.0,0.0,0.0
OBP2B,3.0,3.0,3.0,0.0,0.0
HMGCS2,3.0,3.0,3.0,0.0,0.0
HMGB3P8,3.0,3.0,3.0,0.0,0.0
HOTAIRM1_2,3.0,3.0,3.0,0.0,0.0
RP3-508I15.20,3.0,3.0,3.0,0.0,0.0
SLURP1,3.0,3.0,3.0,0.0,0.0
CTD-2396E7.11,3.0,3.0,3.0,0.0,0.0
SNRPGP4,3.0,3.0,3.0,0.0,0.0
HNRNPA1P33,3.0,3.0,3.0,0.0,0.0
AC239868.1,3.0,3.0,3.0,0.0,0.0
RP11-350J20.12,3.0,3.0,3.0,0.0,0.0
OVOL1-AS1,3.0,3.0,3.0,0.0,0.0
CST1,3.0,3.0,3.0,0.0,0.0
RP11-563H6.1,3.0,3.0,3.0,0.0,0.0
CYP4B1,3.0,3.0,3.0,0.0,0.0
SLC39A2,3.0,3.0,3.0,0.0,0.0
VIPR1-AS1,3.0,3.0,3.0,0.0,0.0
RP11-946P6.4,3.0,3.0,3.0,0.0,0.0
NPPA-AS1_1,3.0,3.0,3.0,0.0,0.0
OVOL1,3.0,3.0,3.0,0.0,0.0
DSCR8,3.0,3.0,3.0,0.0,0.0
RP11-162P23.2,3.0,3.0,3.0,0.0,0.0
ALOXE3,3.0,3.0,3.0,0.0,0.0
RN7SKP116,3.0,3.0,3.0,0.0,0.0
CTD-2514K5.4,3.0,3.0,3.0,0.0,0.0
RP11-641A6.3,3.0,3.0,3.0,0.0,0.0
REG1A,3.0,3.0,3.0,0.0,0.0
OR7E28P,3.0,3.0,3.0,0.0,0.0
RP11-56G10.2,3.0,3.0,3.0,0.0,0.0
RP11-498C9.3,3.0,3.0,3.0,0.0,0.0
CTB-191K22.5,3.0,3.0,3.0,0.0,0.0
SCNN1G,3.0,3.0,3.0,0.0,0.0
KRTAP11-1,3.0,3.0,3.0,0.0,0.0
ELF5,3.0,3.0,3.0,0.0,0.0
IGLV7-46,3.0,3.0,3.0,0.0,0.0
RP11-789C17.5,3.0,3.0,3.0,0.0,0.0
RP11-145E17.2,3.0,3.0,3.0,0.0,0.0
SERPINB13,3.0,3.0,3.0,0.0,0.0
CAPNS2,3.0,3.0,3.0,0.0,0.0
IGHV2-26,3.0,3.0,3.0,0.0,0.0
OVCH2,3.0,3.0,3.0,0.0,0.0
IGFL2,3.0,3.0,3.0,0.0,0.0
AL162151.3,3.0,3.0,3.0,0.0,0.0
SNORA71,3.0,3.0,3.0,0.0,0.0
AC092580.4,3.0,3.0,3.0,0.0,0.0
RP11-649E7.5,3.0,3.0,3.0,0.0,0.0
C1orf210,3.0,3.0,3.0,0.0,0.0
TRBV12-4,3.0,3.0,3.0,0.0,0.0
GJB5,3.0,3.0,3.0,0.0,0.0
SLC13A2,3.0,3.0,3.0,0.0,0.0
BEST2,3.0,3.0,3.0,0.0,0.0
MALAT1,3.0,3.0,3.0,0.0,0.0
RP3-406A7.7,3.0,3.0,3.0,0.0,0.0
AC110615.1,3.0,3.0,3.0,0.0,0.0
CH507-42P11.7,3.0,3.0,3.0,0.0,0.0
RP11-256P1.1,3.0,3.0,3.0,0.0,0.0
AL009031.1,3.0,3.0,3.0,0.0,0.0
IGHG3,3.0,3.0,3.0,0.0,0.0
C19orf33,3.0,3.0,3.0,0.0,0.0
PAEP,3.0,3.0,3.0,0.0,0.0
TXLNGY,3.0,3.0,3.0,0.0,0.0
IGKV1D-13,3.0,3.0,3.0,0.0,0.0
RP11-347E10.1,3.0,3.0,3.0,0.0,0.0
MUC15,3.0,3.0,3.0,0.0,0.0
RP11-60A8.1,3.0,3.0,3.0,0.0,0.0
RP11-173P15.5,3.0,3.0,3.0,0.0,0.0
JPX_1,3.0,3.0,3.0,0.0,0.0
RP11-459D22.1,3.0,3.0,3.0,0.0,0.0
RPS4Y1,3.0,3.0,3.0,0.0,0.0
AC004791.2,3.0,3.0,3.0,0.0,0.0
RNF222,3.0,3.0,3.0,0.0,0.0
RP11-630A13.4,3.0,3.0,3.0,0.0,0.0
ADGRF2,3.0,3.0,3.0,0.0,0.0
RP11-316M1.12,3.0,3.0,3.0,0.0,0.0
RP11-343H5.4,3.0,3.0,3.0,0.0,0.0
IGHV3-53,3.0,3.0,3.0,0.0,0.0
LY6G6D,3.0,3.0,3.0,0.0,0.0
GPR12,3.0,3.0,3.0,0.0,0.0
PVT1_1,3.0,3.0,3.0,0.0,0.0
CDHR1,3.0,3.0,3.0,0.0,0.0
AC055736.1,3.0,3.0,3.0,0.0,0.0
SEPT14P2,3.0,3.0,3.0,0.0,0.0
RP11-297D21.2,3.0,3.0,3.0,0.0,0.0
IGLL5,3.0,3.0,3.0,0.0,0.0
BRD9P2,3.0,3.0,3.0,0.0,0.0
SNORA76C,3.0,3.0,3.0,0.0,0.0
RP11-569G9.7,3.0,3.0,3.0,0.0,0.0
RNF225,3.0,3.0,3.0,0.0,0.0
RP11-242D8.3,3.0,3.0,3.0,0.0,0.0
RP11-848P1.7,3.0,3.0,3.0,0.0,0.0
ALDH3B2,3.0,3.0,3.0,0.0,0.0
RP11-135L13.4,3.0,3.0,3.0,0.0,0.0
SLC5A1,3.0,3.0,3.0,0.0,0.0
MTATP8P1,3.0,3.0,3.0,0.0,0.0
LINC00520,3.0,3.0,3.0,0.0,0.0
TMEM213,3.0,3.0,3.0,0.0,0.0
VTRNA2-1,3.0,3.0,3.0,0.0,0.0
RP11-635N19.3,3.0,3.0,3.0,0.0,0.0
A2ML1,3.0,3.0,3.0,0.0,0.0
ATP5G1P6,3.0,3.0,3.0,0.0,0.0
RP11-796A5.3,3.0,3.0,3.0,0.0,0.0
AL662801.1,3.0,3.0,3.0,0.0,0.0
KRTAP3-3,3.0,3.0,3.0,0.0,0.0
RP11-193F5.4,3.0,3.0,3.0,0.0,0.0
RNASEH2CP1,3.0,3.0,3.0,0.0,0.0
RP11-746M1.1,3.0,3.0,3.0,0.0,0.0
TMSB4XP6,3.0,3.0,3.0,0.0,0.0
CELA3A,3.0,3.0000000037983354,3.000000001768599,3.798335423965682e-09,1.3056888903406616e-10
IGLV7-43,3.0,3.0,3.0,0.0,0.0
TUG1_1,3.0,3.0,3.0,0.0,0.0
KRTAP19-1,3.0,3.0,3.0,0.0,0.0
MAGEA2,3.0,3.0,3.0,0.0,0.0
SNORA12,3.0,3.0,3.0,0.0,0.0
RP11-386M24.8,3.0,3.0,3.0,0.0,0.0
CH17-335B8.4,3.0,3.0,3.0,0.0,0.0
IGHV3-43,3.0,3.0,3.0,0.0,0.0
AC006262.4,3.0,3.0,3.0,0.0,0.0
IGKV3-11,3.0,3.0,3.0,0.0,0.0
RP11-485M7.3,3.0,3.0,3.0,0.0,0.0
IGHV6-1,3.0,3.0,3.0,0.0,0.0
ARAP1-AS1,3.0,3.0,3.0,0.0,0.0
AP003041.1,3.0,3.0,3.0,0.0,0.0
CH17-360D5.3,3.0,3.0,3.0,0.0,0.0
AC079781.7,3.0,3.0,3.0,0.0,0.0
AC005255.3,3.0,3.0,3.0,0.0,0.0
PSORS1C2,3.0,3.0,3.0,0.0,0.0
IGLV8-61,3.0,3.0,3.0,0.0,0.0
RP11-632K20.8,3.0,3.0,3.0,0.0,0.0
RP11-372M18.2,3.0,3.0,3.0,0.0,0.0
IGHV1-46,3.0,3.0,3.0,0.0,0.0
CSAG2,3.0,3.0,3.0,0.0,0.0
IL20RB-AS1,3.0,3.0,3.0,0.0,0.0
IGHV4-4,3.0,3.0,3.0,0.0,0.0
SLC24A5,3.0,3.0,3.0,0.0,0.0
KRTAP3-1,3.0,3.0,3.0,0.0,0.0
SNORD15B,3.0,3.0,3.0,0.0,0.0
IGHG4,3.0,3.0,3.0,0.0,0.0
PAGE5,3.0,3.0,3.0,0.0,0.0
RP11-96C23.12,3.0,3.0,3.0,0.0,0.0
RP11-10G12.1,3.0,3.0,3.0,0.0,0.0
TTTY14,3.0,3.0,3.0,0.0,0.0
CTAG2,3.0,3.0,3.0,0.0,0.0
LIPM,3.0,3.0,3.0,0.0,0.0
IGHV3-73,3.0,3.0,3.0,0.0,0.0
RP11-667K14.4,3.0,3.0,3.0,0.0,0.0
CTC-327F10.4,3.0,3.0,3.0,0.0,0.0
SNORA73A,3.0,3.0,3.0,0.0,0.0
RP11-480I12.2,3.0,3.0,3.0,0.0,0.0
IRX4,3.0,3.0,3.0,0.0,0.0
CH17-224D4.2,3.0,3.0,3.0,0.0,0.0
CTB-79E8.3,3.0,3.0,3.0,0.0,0.0
HMGN1P37,3.0,3.0,3.0,0.0,0.0
IGLC7,3.0,3.0,3.0,0.0,0.0
KCNJ18,3.0,3.0,3.0,0.0,0.0
AC092636.2,3.0,3.0,3.0,0.0,0.0
ARHGAP40,3.0,3.0,3.0,0.0,0.0
RP11-488I20.7,3.0,3.0,3.0,0.0,0.0
RLBP1,3.0,3.0,3.0,0.0,0.0
IGHV3-7,3.0,3.0,3.0,0.0,0.0
IL36B,3.0,3.0,3.0,0.0,0.0
TMEM40,3.0,3.0,3.0,0.0,0.0
SNORA7A,3.0,3.0,3.0,0.0,0.0
SNORA52,3.0,3.0,3.0,0.0,0.0
EVPLL,3.0,3.0,3.0,0.0,0.0
ADH1B,3.0,3.0,3.0,0.0,0.0
AL157871.2,3.0,3.0,3.0,0.0,0.0
MAGEC2,3.0,3.0,3.0,0.0,0.0
CTB-31O20.3,3.0,3.0,3.0,0.0,0.0
RP11-411K7.1,3.0,3.0,3.0,0.0,0.0
IGHV3-48,3.0,3.0,3.0,0.0,0.0
SLC1A6,3.0,3.0,3.0,0.0,0.0
RP11-294J22.6,3.0,3.0,3.0,0.0,0.0
PIK3C2G,3.0,3.0,3.0,0.0,0.0
RP11-152H18.3,3.0,3.0,3.0,0.0,0.0
MAGEA2B,3.0,3.0,3.0,0.0,0.0
RP11-599J14.2,3.0,3.0,3.0,0.0,0.0
SCGB2A2,3.0,3.0,3.0,0.0,0.0
RP11-318C24.1,3.0,3.0,3.0,0.0,0.0
OR7E62P,3.0,3.0,3.0,0.0,0.0
RNU2-2P,3.0,3.0,3.0,0.0,0.0
